CHROM POSITION	GENE	library_15
1_70922648_71014149	WNT7B	6.87370
1_710168_725881	FAM40B	0.59893
1_71169896_71214698	LOC101749524	0.00000
1_71323533_71382821	LOC101749388	0.99617
1_71371149_71371225	MIRLET7A-3	0.00000
1_71371978_71372063	MIRLET7B	0.00000
1_71408912_71443493	PPARA	28.09150
1_71443553_71449463	-	20.31300
1_71450921_71470938	C1H22ORF40	5.07001
1_71480389_71500290	LOC426599	24.25860
1_71511928_71531312	TTC38	35.11800
1_71546342_71571593	ZC3HAV1	6.25366
1_71571699_71573948	LOC101749705	0.00000
1_7161596_7221538	FAM107B	2.69104
1_71620288_71753147	ETV6	11.80990
1_71640473_71640579	MIR1727-1	0.00000
1_71804870_71817149	BCL2L14	5.91822
1_71828608_71951432	LRP6	5.17709
1_71959252_71967323	LOC101751329	0.12692
1_71974269_71980456	MANSC1	2.56536
1_71983486_72043485	LOH12CR1	9.18752
1_72046677_72117644	DUSP16	1.82639
1_72137792_72147674	CREBL2	5.59999
1_72157687_72165476	LOC100857902	0.00000
1_72197855_72209940	LOC101751558	0.00000
1_72273763_72277035	CDKN1B	16.08190
1_72299017_72310380	LOC101751814	0.00000
1_72361787_72364761	LOC101751866	1.22740
1_72413969_72423258	LOC101747298	0.30059
1_72450626_72472725	MRPS35	38.70190
1_72477087_72499783	MANSC4	0.00000
1_72499738_72512312	KLHDC5	8.86054
1_72580253_72591026	PTHLH	0.00000
1_72695515_72951555	CCDC91	2.19901
1_7282323_7293368	LOC101750530	0.05359
1_73020054_73151582	FAR2	1.84949
1_7305860_7316801	HSPA14	13.74990
1_731000_734467	SMKR1	0.00000
1_73177717_73187047	RAD51AP1	2.29998
1_7318282_7328042	SUV39H2	9.42488
1_73186358_73212849	C1H12ORF4	12.08160
1_73226726_73230498	FGF6	0.00000
1_73227102_73291639	C1H12ORF5	7.27462
1_73253572_73257159	FGF23	0.00000
1_7328311_7338880	DCLRE1C	1.33485
1_73299335_73342537	CCND2	47.69420
1_73310233_73310749	-	10.54270
1_73311602_73312087	-	17.55930
1_73320649_73321276	-	13.99570
1_7339040_7346479	MEIG1	1.22945
1_73518013_73537657	NDUFA9	73.00620
1_73546162_73590312	LOC101748699	0.14097
1_7358350_7361823	C7ORF23	0.00000
1_7361807_7390379	DMTF1	6.40857
1_73667210_73675296	KCNA1	0.00000
1_73713836_73715404	LOC101748911	0.00000
1_73748191_73752868	LOC101748952	0.00000
1_73761129_73764181	KCNA5	0.00000
1_73875080_73889093	LOC101749045	0.00000
1_74007578_74077637	NTF3	0.00000
1_74135417_74335675	ANO2	0.00000
1_7424278_7516910	KIAA1324L	0.49539
1_74247613_74249586	-	21.05240
1_74338934_74476749	VWF	0.00000
1_74509637_74533286	CD9	0.00000
1_74546226_74558012	LOC419032	0.00000
1_74560218_74596328	ARHGEF19	0.00000
1_74598957_74602683	LOC100858935	0.00000
1_74651182_74707677	PRMT8	2.70202
1_74804662_74817956	PARP11	2.78224
1_74833180_74833666	-	12.83120
1_74834705_74976415	TSPAN9	5.19447
1_74996781_75063854	TEAD4	7.86931
1_75069168_75104761	TULP3	19.84280
1_75105042_75109223	C12ORF32	0.72274
1_75109436_75119161	FOXM1	4.53578
1_75121860_75140984	LOC101748260	1.21908
1_75156807_75173384	ITFG2	11.26770
1_75178045_75192167	FKBP4	177.29300
1_75192286_75197336	LOC101748309	0.56364
1_75203353_75210594	LOC101748604	0.14185
1_75210884_75213095	LOC101748645	0.00000
1_7521996_7630033	GRM3	0.00000
1_75222857_75230437	NECAP1	32.40300
1_75244566_75246281	LOC100857559	0.00000
1_75249929_75287594	FOXJ2	13.89850
1_75288215_75294775	LOC101748787	0.00000
1_75315003_75319898	LOC101749046	0.13179
1_75323722_75331884	SLC2A3	28.31610
1_75352523_75364737	LOC101748883	0.00000
1_75368479_75371263	NANOG	0.00000
1_75409233_75413213	AICDA	0.00000
1_75423016_75444653	MFAP5	0.36849
1_75451749_75515619	RIMKLB	2.94228
1_75531237_75565003	A2ML1	2.07038
1_75585812_75587086	LOC101749481	0.34909
1_75595554_75629175	A2ML2	1.76308
1_75640947_75660087	PHC1	5.91447
1_75658534_75666868	M6PR	44.81250
1_75681859_75711590	A2M	1.39543
1_75713598_75751061	LOC425756	0.20480
1_757264_791420	NRF1	6.23890
1_75769352_75804565	OVST	0.07309
1_75816685_75854035	OVSTL	0.40796
1_75956816_76094897	MAN1A2	17.34520
1_76121659_76132345	CD86	0.00000
1_76159275_76165293	LOC101750173	0.00000
1_76166914_76245006	CASR	0.58346
1_76247534_76251880	CSTB	6.86794
1_76253582_76258542	CSTA	21.45490
1_76267858_76277182	CCDC58	27.09730
1_76278381_76285063	FAM162A	29.53720
1_76288628_76339983	KPNA1	28.02780
1_76342889_76355022	FBXO40	0.23287
1_76360080_76368700	TAPBPL	2.68935
1_76382782_76390957	SCNN1A	0.62237
1_76395820_76398676	VAMP1	2.94066
1_76399982_76401537	MRPL51	13.30560
1_76401650_76425374	NCAPD2	6.51904
1_76430010_76431726	CNP1	0.00000
1_76433607_76437500	GAPDH	1365.26000
1_76447725_76452531	IFFO1	7.75538
1_76456764_76460271	LOC101750673	0.00000
1_76463259_76468605	NOP2	89.75500
1_76468861_76489462	CHD4	22.75550
1_76490707_76502936	LOC101750826	0.00000
1_76507812_76515426	LPAR5	0.43583
1_76520347_76539018	ACRBP	0.00000
1_76539039_76540460	LOC101750932	0.00000
1_76548289_76563040	ING4	7.55395
1_76569041_76594731	ZNF384	6.34056
1_76598731_76604706	LOC101751073	0.00000
1_76612957_76625360	C1H12ORF53	1.94443
1_76630628_76633759	COPS7A	64.59720
1_76644864_76651986	MLF2	111.99100
1_76652189_76653849	LOC100859057	1.18715
1_76658569_76661573	PTMS	330.48700
1_76675706_76684430	LAG3	0.00000
1_76687603_76699070	CD4	0.18641
1_76707974_76712197	GPR162	0.92440
1_76712457_76735476	GNB3,LEPREL2	0.14697
1_76736133_76738277	CDCA3	7.54486
1_76738615_76753822	USP5	34.64620
1_76754053_76757054	TPI1	266.30400
1_76758561_76766696	LRRC23	1.11376
1_76766962_76776197	ENO2	1.43174
1_76777599_76781590	LOC101752001	0.00000
1_76783355_76805087	ATN1	8.78953
1_76805344_76806513	C12ORF57	132.90500
1_76818717_76828144	PTPN6	4.25142
1_76828252_76833820	PHB2	129.17700
1_76834434_76836667	EMG1	19.64020
1_76836837_76852523	LPCAT3	65.05380
1_76859358_76868464	C1S	9.54468
1_76871798_76879250	C1R	9.08271
1_76881210_76901010	CLSTN3	4.51894
1_76883868_76885500	RBP5	22.00670
1_76901085_76912761	LOC418298	29.64670
1_76914537_76924641	PEX5	38.65920
1_76965280_76966727	LOC427948	0.00000
1_76976249_77009697	EPHA1	0.80069
1_77009_89017	HCLS1	1.81438
1_77014766_77026185	ZYX	100.94300
1_77026314_77028061	LOC101747273	0.00000
1_77029347_77032147	LOC101747299	0.00000
1_77045855_77075005	FAM131B	0.00000
1_77086957_77147739	CLCN1	0.40730
1_77150673_77176640	CASP2	9.20556
1_77178408_77182872	TMEM139	0.16135
1_77193933_77232699	LOC395647	1.51531
1_77239227_77240004	-	10.33110
1_77240615_77250249	GSTK1	33.52380
1_77254701_77285471	CD163	0.20558
1_77295127_77296180	LOC101749182	0.00000
1_77334318_77358168	KEL	0.74971
1_77385713_77416146	TRPV6	0.00000
1_77459636_77513926	EPHB6	0.00000
1_77553252_77553858	LOC418309	0.00000
1_77558923_77619907	TRBV6-5	0.00000
1_77626634_77630080	PRSS3	0.00000
1_77645724_77649241	LOC768817	0.00000
1_77659541_77662348	LOC100857124	0.00000
1_77710017_77710779	LOC100857153	0.00000
1_77712251_77713458	LOC101749766	0.00000
1_77713478_77715433	KLK7	0.00000
1_77764193_77779241	LOC769044	0.00000
1_77803753_77813983	LOC100859625	0.41483
1_77814099_77838588	CSDA	158.25900
1_77843657_77847262	SYCE3	0.00000
1_77846690_77871355	STYK1	3.24078
1_77886611_77896504	GABARAPL1	13.74380
1_77903683_77908178	C1H12ORF59	0.00000
1_77919252_77926023	LOC769174	0.00000
1_77940785_77944429	LOC100859872	1.81379
1_77954023_77964473	HSD3B2	0.12930
1_77969996_77985915	HAO2	0.91158
1_77989514_78005307	LOC101750555	0.00000
1_78073960_78102345	LOC101750690	0.81261
1_78102439_78105421	LOC100857210	0.00000
1_78111764_78120980	WARS2	3.24658
1_78144164_78233822	TBX15	0.00000
1_78386297_78388419	LOC101751910	0.00000
1_78440331_78534678	SPAG17	0.00000
1_78534418_78555922	WDR3	56.34700
1_78555950_78577845	GDAP2	9.80198
1_78602129_78606692	FAM46C	1.43592
1_78614090_78618004	DUSP12	6.95800
1_78618460_78646793	ATP6V1A	17.83450
1_78646901_78670154	NAA50	62.87880
1_78671484_78695218	KIAA2018	4.37420
1_78704479_78745086	SIDT1	0.81133
1_78750179_78801784	SPICE1,TRIM45	6.76526
1_78759911_78759993	-	0.00000
1_78763365_78763447	TRNAS-AGA	0.00000
1_78766503_78766585	TRNAS-AGA	0.00000
1_78767947_78768029	TRNAS-AGA	0.00000
1_78807427_78812847	VTCN1	0.00000
1_78814565_78833412	CTC1	1.87019
1_78835797_78848731	TNFRSF1A	9.44359
1_78850415_78861365	METTL16	17.44130
1_78861462_78918235	POLQ	0.88492
1_78922975_79113543	STXBP5L	0.13316
1_79113950_79131054	LOC101747988	0.00000
1_79155986_79209012	GTF2E1	5.76878
1_79209161_79222119	RABL3	13.89990
1_79234399_79252689	HGD	1.09174
1_79253836_79258862	NDUFB4	130.97800
1_79261533_79299686	LOC101748099	0.00000
1_79329650_79346983	FSTL1	10.25360
1_79348566_79363766	LRRC58	18.61960
1_79373252_79385090	GPR156	1.41976
1_79386737_79389248	LOC101748681	0.81849
1_79402529_79402827	-	36.92910
1_79402882_79403188	-	40.65730
1_79403255_79541607	GSK3B	45.19200
1_79541691_79542023	-	33.04440
1_79542467_79543117	-	29.49710
1_79544144_79544589	-	15.01520
1_79549710_79580363	C1H3ORF15	0.17912
1_79591471_79593419	COX17	26.19720
1_79597188_79606955	POPDC2	0.19366
1_79608375_79625780	PLA1A	1.50064
1_79633639_79652030	LOC101749284	0.00000
1_79681943_79701498	ATP1A1	217.21300
1_79751106_79770022	MAB21L3	0.00000
1_79779674_79814547	SLC22A15	1.55523
1_79856829_79858125	NHLH2	0.00000
1_79886016_79916750	CASQ2	0.00000
1_79924439_79960754	VANGL1	7.04925
1_79971020_79992959	CHD1L	1.24417
1_79992851_80010718	LOC418339	4.85733
1_80011598_80031243	TMEM39A	20.98510
1_80036098_80061037	B4GALT4,LOC101747354	12.60220
1_80062048_80076389	B4GALT3	2.68942
1_80079301_80105836	LOC408180	0.00000
1_80150940_80209194	ARHGAP31,MIR3539	0.00000
1_80215464_80227416	UPK1B	0.50537
1_80241468_80278968	C3ORF30	0.00000
1_80244573_80366771	IGSF11	0.11016
1_80386763_80588592	LOC101750949	0.00000
1_80517442_80519095	LOC101750910	0.00000
1_806491_849202	UBE2H	36.00600
1_80770474_80778675	LOC101751188	0.00000
1_80892515_80894941	LOC101751152	0.00000
1_80895063_80897200	LOC101751115	0.00000
1_81115953_81119811	LOC101751074	0.00000
1_81277353_81284989	LOC101751044	0.00000
1_81356342_81372897	LOC101750994	0.00000
1_81373014_81656000	LSAMP	11.29020
1_81656132_81656817	-	20.51270
1_81657360_81658411	-	12.42410
1_81658906_81659654	-	11.48650
1_81659729_81660150	-	18.19180
1_81680289_81733530	GAP43	0.00000
1_8177103_8318907	SEMA3D	1.44565
1_81802632_81803449	LOC101751330	0.00000
1_81899223_82187781	LOC100859265	40.80450
1_82268450_82353147	ZBTB20	2.06225
1_82372813_82373237	-	16.44860
1_82396970_82410062	DRD3	0.00000
1_82424527_82436617	QTRTD1	14.77080
1_82437116_82456591	KIAA1407	0.86253
1_82459931_82466589	ZDHHC23	2.08870
1_82468043_82519038	GRAMD1C	4.73132
1_82523473_82531360	LOC418355	0.00000
1_82533282_82546967	LOC418356	0.00000
1_82574615_82576074	LOC101747629	4.53604
1_82578794_82587951	CLDND1	25.41020
1_82594790_82596524	GPR15	0.00000
1_82608974_82611901	APOV1	0.00000
1_82616646_82631517	ILDR1	4.84515
1_82631098_82676993	WDR52	0.00000
1_82677690_82722697	BOC,LOC101751317	0.00000
1_82774413_82795560	LOC418362	0.17055
1_82796260_82802735	C1H3orf17	7.13797
1_82802695_82805011	TAF13	27.09730
1_82806199_82811007	GTPBP8	4.64151
1_82814127_82833412	CD200R1L	0.00000
1_82841614_82862137	CD200R1	0.00000
1_82939848_82963438	CCDC80	0.08247
1_82963545_82978717	SLC35A5	2.26899
1_82979506_83003124	ATG3	16.08630
1_83009911_83045760	F5	7.83374
1_83056834_83069423	SLC19A2	3.50337
1_83072302_83081870	C1H1ORF114	0.00000
1_83081662_83088351	BLZF1	30.36390
1_83088367_83178112	NME7	0.00000
1_83177968_83192215	ATP1B1	1156.92000
1_83233226_83233330	MIR1690	0.00000
1_83312659_83339885	DPT	0.00000
1_83400091_83404066	IFNG	0.00000
1_83487397_83501650	TBX19	0.00000
1_83506947_83507417	-	44.52000
1_83507445_83517345	SFT2D2	23.41070
1_83517635_83518041	-	16.28320
1_83518607_83527105	TIPRL	29.68580
1_83527203_83539484	GPR161	5.02726
1_83540416_83559865	TTF2	2.31040
1_83560997_83561080	TRNAL-CAG	0.00000
1_83561414_83561488	TRNAI-AAU	0.00000
1_83561958_83562040	-	0.00000
1_83562248_83562322	TRNAI-AAU	0.00000
1_83562542_83562614	-	0.00000
1_83562729_83562801	-	0.00000
1_83563969_83564041	TRNAD-GUC	0.00000
1_83564215_83564289	TRNAI-AAU	0.00000
1_83564611_83564683	TRNAD-GUC	0.00000
1_83565327_83573845	CPOX	19.61130
1_83573934_83581665	LOC101747966	0.00000
1_83614755_83656869	ST3GAL6	3.53243
1_83663284_83748534	COL8A1	0.00000
1_83767553_83777754	LOC101748512	0.00000
1_83935564_83978012	DCBLD2	9.92543
1_83977688_83997981	TMEM30C	1.15922
1_83998103_84061049	C1H3ORF26	10.94120
1_84025976_84222183	FILIP1L	5.22448
1_84224135_84255284	TBC1D23	7.01424
1_84255314_84267310	NIT2	11.75140
1_84267200_84288623	TOMM70A	33.94110
1_84288829_84301834	LNP1	0.00000
1_84314959_84332418	TMEM45A	0.00000
1_84339716_84364534	GPR128	0.00000
1_84366921_84385451	TFG	54.02630
1_84388516_84521565	ABI3BP	0.19410
1_84522374_84536073	LOC100858682	0.00000
1_84604859_84609950	LOC101750246	0.57195
1_84610639_84660808	IMPG2	0.77734
1_84663194_84703515	SENP7	3.47506
1_84703316_84707743	FAM172BP	0.00000
1_84708592_84714649	TXNL4B	1.53437
1_84710667_84713638	TRMT10C	24.14730
1_84714810_84724639	PCNP	36.17990
1_84727173_84744009	ZBTB11	6.46940
1_84747603_84751888	RPL24	590.08200
1_84751928_84768110	CEP97	2.86556
1_84773651_84792828	NXPE3	1.53601
1_84799654_84816007	NFKBIZ	7.34382
1_84884460_84992403	ZPLD1	0.48092
1_84914591_84914665	TRNAI-AAU	0.00000
1_850459_859444	ZC3HC1	8.01067
1_85062184_85074700	LOC101751259	0.00000
1_85159417_85159491	TRNAI-AAU	0.00000
1_85393185_85739230	LOC101751304	0.00000
1_8543500_8553666	LOC101751256	0.00000
1_85893283_86009283	ALCAM	2.70696
1_859817_873744	KLHDC10	19.30010
1_86008030_86028641	LOC101751371	4.24270
1_86033660_86159144	CBLB	7.42048
1_86159418_86172862	LOC101751523	0.00000
1_86244994_86439058	LOC101751559	0.00000
1_8638810_8647025	LOC101751302	0.00000
1_86601106_86602032	LOC101751593	0.00000
1_86605188_86735815	BBX	5.04030
1_86743380_86744967	LOC101752020	3.20987
1_8679624_8850314	SEMA3A	1.61238
1_86813538_86834017	CD47	28.81860
1_86851140_86870937	IFT57	10.31630
1_86869885_86880482	-	31.74870
1_86879993_86923771	MYH15	1.70130
1_86927753_86933041	LOC101747300	2.85950
1_86946899_86980161	KIAA1524	2.50240
1_86981432_86991587	SH2D1B	0.00000
1_87030470_87049625	TRAT1	0.00000
1_87053203_87067564	HJURP,LOC101751543	2.41512
1_87085331_87119596	GUCA1C	0.00000
1_87189276_87198878	LOC418414	2.66738
1_87240879_87253773	LOC101747575	0.00000
1_87254596_87273948	LOC101747542	0.03805
1_873809_881952	LOC100859230	2.58072
1_87611982_87674267	PVRL3	10.17890
1_87790373_87808494	PLCXD2	2.71213
1_87825824_87931658	PHLDB2	5.22682
1_87932184_87932637	-	14.53250
1_87937474_87945577	ABHD10	2.56628
1_87951494_87962678	TAGLN3	0.27727
1_87980901_88010368	TMPRSS7	0.52218
1_88011504_88036548	LOC418421	0.96975
1_88036958_88047491	C1H3ORF52	12.46290
1_88049585_88059151	LOC418423	4.10254
1_88069694_88080164	LOC770026	0.79544
1_88084776_88092049	LOC418424	7.11157
1_88098132_88111052	CD200	0.21092
1_88134546_88146233	BTLA	0.00000
1_88153177_88159794	CGGBP1	7.18135
1_88160541_88198046	ZNF654	8.21180
1_88198702_88205926	C1H3ORF38	9.48356
1_882132_884473	LOC101748097	0.00000
1_88335752_88354154	LOC101749285	0.91112
1_88378931_88384384	LOC101749311	0.00000
1_884998_896318	TMEM209	45.90920
1_88513493_88521389	LOC101749345	0.00000
1_88543369_88760824	EPHA3	0.21661
1_88786928_88799272	LOC101749374	0.00000
1_88922379_88924063	LOC101749410	0.99982
1_89045220_89077838	PROS1	53.41190
1_89078449_89127642	ARL13B	10.27530
1_89092737_89123196	STX19	0.00000
1_89129690_89148361	NSUN3	23.88760
1_89163061_89178336	LOC101750039	0.07026
1_89190013_89196122	LOC101750082	0.00000
1_89438070_89453676	LOC101750201	0.00000
1_89461054_89468817	LOC101750247	0.38102
1_89841943_89852065	LOC101750283	0.00000
1_90088448_90582428	EPHA6	0.00000
1_902992_909381	CPA2	0.00000
1_90584388_90603058	ARL6	6.77695
1_90640115_90705975	CRYBG3	3.45284
1_90704596_90718944	MINA	9.52260
1_90720901_90781456	GABRR3	0.09842
1_90781523_90862699	DCAF6	6.13325
1_90862516_90869695	BRP44	136.72000
1_90871180_90871897	-	17.30960
1_90871957_90872360	-	16.52780
1_90872429_90873319	-	14.86110
1_90875217_90908511	MPZL1	11.66120
1_90910268_90910340	TRNAP-AGG	0.00000
1_90910749_90910821	-	0.00000
1_90911606_90946738	RCSD1	0.00000
1_90955210_90960056	CREG1	17.82980
1_90968880_91015270	CD247	12.03910
1_91027601_91074701	POU2F1	3.18069
1_911096_915397	CPA5	0.00000
1_91138820_91170564	DUSP27	0.09640
1_91175176_91184839	GPA33	11.40750
1_91187986_91198081	MAEL	0.58921
1_91207395_91240713	ILDR2	20.85170
1_91241299_91241833	-	11.96090
1_91242116_91242871	-	13.13120
1_91248212_91253001	ZFP92	13.42150
1_91256504_91267746	LOC101751452	0.00000
1_91287001_91296862	LOC396098	0.00000
1_91306229_91325464	CD2	0.00000
1_91358639_91424140	PTGFRN	17.13920
1_91430144_91441022	CD101	0.81391
1_91547463_91601791	IGSF3	23.96450
1_91602113_91612619	ADPRH	5.94380
1_91625180_91647820	CD80	0.46053
1_916280_920045	CPA1	0.00000
1_91648946_91655423	TIMMDC1	7.06472
1_91656240_91671840	POGLUT1	16.47500
1_91712734_91725013	LOC101751911	0.13698
1_91725_93661	OR9Q1	0.00000
1_91737684_91754049	BCL9	5.73087
1_91760583_91767782	ACP6	6.83462
1_91781763_91800664	GJA5	0.00000
1_91839808_91841011	GJA8	0.00000
1_91850789_91873877	GPR89B	2.41201
1_91872918_91880654	PDZK1	0.00000
1_91904687_91909934	LOC101752250	0.00000
1_91931089_92045036	HTR1F	0.08637
1_92093665_92119738	LOC101747499	0.00000
1_921537_929838	CEP41	8.78640
1_92210787_92224203	POU1F1	0.21255
1_92226554_92238085	CHMP2B	29.21200
1_92307064_92332951	VGLL3	0.04924
1_92419944_92490919	LOC101747630	0.00000
1_92498339_92539959	LOC101747669	0.00000
1_92682841_92925997	CADM2	0.29412
1_930251_935136	MEST	8.18664
1_93185198_93185283	MIR1806	0.00000
1_93224029_93225379	LOC101751719	0.00000
1_9325834_9456892	SEMA3E	0.00000
1_93460101_93476269	LOC101747857	0.00000
1_935035_954025	COPG2	22.10180
1_93578576_93579729	LOC101751785	0.00000
1_93672447_93681119	LOC101747899	0.00000
1_93941385_93943264	LOC100859016	0.00000
1_93952036_93977374	LOC101747942	0.00000
1_94133808_94177568	LOC100857328	0.00000
1_94235564_94271860	LOC101748036	0.00000
1_94348077_94359238	LOC101748072	0.24207
1_94452562_94635616	GBE1	6.53607
1_94667793_94671841	LOC101748186	0.00000
1_94938096_94954570	LOC101748232	0.00000
1_95162176_95187772	LOC101748284	0.00000
1_95242285_95948944	ROBO1	21.57940
1_9555781_9715686	PCLO	0.00000
1_95591587_95594991	LOC101748646	0.18673
1_95888763_95890756	LOC101748335	0.24232
1_95922317_95923453	-	10.23240
1_95923582_95924001	-	19.89090
1_95949012_95949215	-	167.62900
1_95956701_95959532	LOC101748717	0.00000
1_96154998_96156564	LOC100859106	0.52311
1_96159636_96164900	LOC101748753	0.00000
1_96188120_96195801	LOC101748789	0.00000
1_96241617_96695678	ROBO2	0.06865
1_965081_969658	IL15RA	0.92861
1_971232_992943	FBXO18	13.85690
1_97271945_97296021	LOC418465	0.00000
1_97343774_97364332	LIPI	7.97167
1_97364415_97372233	RBM11	1.03652
1_97373097_97406938	ABCC13	2.28756
1_97411084_97418694	HSPA13	8.45006
1_9742593_9884144	LOC768552	0.18488
1_97445926_97480511	SAMSN1	0.00000
1_97497807_97591207	LOC101752021	0.00000
1_97524834_97527352	LOC101749241	0.00000
1_97646273_97655207	NRIP1	8.17315
1_97655251_97696738	LOC101749375	0.05786
1_97728775_97731667	LOC101749411	0.00000
1_97796618_97843094	LOC101749482	0.00000
1_97857839_97866281	LOC101749526	0.00000
1_97916662_97920029	LOC101749567	0.25650
1_97936883_98026452	USP25	12.30780
1_98149461_98319373	LOC418472	0.54539
1_98347472_98347553	MIR99A	0.00000
1_98348225_98348309	MIRLET7C	0.00000
1_98380667_98380757	MIR125B	0.00000
1_98637480_98669416	CXADR	40.41560
1_98702986_98719670	C1H21ORF91	6.03930
1_98865025_98893942	CHODL	0.00000
1_98894545_98953092	TMPRSS15	0.00000
1_98960216_98963262	LOC101750631	0.00000
1_98972434_98976945	LOC101750674	0.07821
1_99306351_99309833	LOC101750769	0.00000
1_99339317_99343056	LOC101750813	2.93975
1_995795_1011804	ANKRD16	1.70777
1_99750412_99759027	LOC101750951	0.00000
1_99835133_99837596	LOC101750997	0.00000
1_random_127484_132601	LOC100857490	0.00000
1_random_140027_148725	LOC101751411	0.56507
1_random_153071_153842	LOC101748076	17.32890
1_random_16454_18745	LOC100857324	6.03972
1_random_232501_239213	A2ML3	0.80389
1_random_255736_256079	LOC101748457	3.82036
1_random_277229_280178	LOC101747275	0.58032
1_random_293285_303251	LOC100857525	27.12790
1_random_312470_315093	LOC100857620	5.19296
1_random_322605_565212	LOC101751133	9.92471
1_random_357943_359226	LOC101750814	5.63917
1_random_360239_360826	LOC101750871	5.51860
1_random_360909_361769	LOC101750935	2.67054
1_random_380152_380464	-	50.53110
1_random_380632_380778	-	379.25700
1_random_399135_402536	LOC100858067	0.41141
1_random_417700_418346	ERNI	0.75518
1_random_426198_427207	LOC101751189	8.32530
1_random_435229_435693	LOC101748498	0.00000
1_random_446566_448488	LOC101750772	0.00000
1_random_470412_473957	LOC769317	0.00000
1_random_482325_485401	LOC769103	0.00000
1_random_489070_490250	LOC100857813	0.00000
1_random_492638_505232	LOC419080	0.00000
1_random_524516_525409	LOC101747803	0.00000
1_random_539817_542582	LOC426542	0.07034
1_random_568932_569804	ENS-1	29.37920
1_random_571143_572662	LOC101749973	0.64969
1_random_578327_593970	LOC101751507	0.75918
1_random_603008_603745	LOC101747543	8.99592
1_random_608042_613565	LOC101750349	5.62556
1_random_695670_696250	ERNI	1.82085
1_random_70559_70982	-	48.06880
1_random_706315_706811	LOC101748829	0.00000
1_random_724691_725223	LOC101748663	0.00000
1_random_731743_732511	LOC101747486	0.08756
1_random_734253_735425	LOC101750976	44.27440
1_random_740129_865841	LOC101751244	12.89290
1_random_754960_755470	LOC100858127	0.00000
1_random_755741_756431	LOC101747576	3.32673
1_random_757874_758700	HEATR7B2	1.42413
1_random_781268_782360	ENS-1	4.19307
1_random_784475_785564	LOC101750111	0.00000
1_random_807519_809990	LOC101751646	21.00360
1_random_80955_85776	LOC100857782	5.72154
1_random_821651_823185	PRSS2	0.00000
1_random_826648_830333	LOC101751013	0.42176
1_random_834515_835201	LOC101747969	0.00000
1_random_839430_840196	LOC101748139	0.00000
1_random_8742_12932	LOC100857357	1.03115
1_random_875307_876671	LOC101751306	0.00000
1_random_907753_908395	LOC101748701	0.00000
1_random_916057_917257	LOC101748610	0.00000
1_random_925893_926517	LOC100857746	0.77092
1_random_934635_938004	LOC101751374	0.48891
1_random_948994_950282	LOC100857458	0.00000
1_random_95705_102668	LOC772271	54.62980
20_1000573_1029387	LOC100858247	37.63640
20_10007185_10044055	RTEL1	4.48461
20_10028659_10028755	MIR1798	0.00000
20_10044118_10044961	LOC101751697	0.00000
20_10049656_10059832	STMN3	1.35623
20_10129927_10133790	PDYN	0.11668
20_10134236_10138155	LOC771734	0.33526
20_10152909_10159224	NSFL1C	71.26280
20_10173274_10175684	FKBP1A	1955.41000
20_10177810_10181219	LOC100859439	8.67508
20_10191730_10206270	RAD21L1	0.00000
20_10205453_10207950	LOC101749156	0.00000
20_10210993_10216774	PSMF1	36.61770
20_10230087_10236430	RSPO4	0.00000
20_10237583_10245267	ANGPT4	0.11290
20_10246882_10249543	FAM110A	10.42630
20_10249668_10257514	C20H20ORF54	29.40680
20_10263332_10264039	SCRT2	1.30769
20_10266780_10268244	LOC101747750,SRXN1	26.32810
20_10271533_10273928	TCF15	0.82731
20_10279229_10301698	CSNK2A1	63.50720
20_10304187_10311568	TBC1D20	14.21020
20_1031012_1032987	ROMO1	15.74400
20_10312725_10314517	NRSN2	0.00000
20_10314949_10318087	LOC101748049	0.26930
20_10317835_10318688	LOC777179	0.79830
20_10319410_10327221	C20ORF96	0.27380
20_10327398_10330895	REM1	0.23141
20_1033005_1044491	LOC100858210	15.06170
20_10332804_10334674	LOC101748448	0.00000
20_10334331_10347077	HM13	126.00300
20_10351213_10352376	ID1	22.95310
20_10352846_10358715	LOC419276	0.20603
20_10359775_10360446	-	16.90220
20_10360603_10377592	BCL2L1	40.31930
20_10378666_10391725	TPX2	31.92750
20_10391794_10392122	-	52.37450
20_10395992_10403010	MYLK2	0.17968
20_10405972_10407303	FOXS1	1.16713
20_10408286_10410913	IRF10	6.68728
20_10413384_10419869	DUSP15	0.00000
20_10415739_10420197	LOC771689	0.47661
20_10420571_10431622	TTLL9	0.36802
20_10431991_10433138	PDRG1	69.19290
20_10433464_10433675	LOC101749430	258.39300
20_10437311_10446088	XKR7	0.07686
20_10446163_10457295	C20ORF160,HCK	1.97199
20_10457671_10473743	TM9SF4	60.29300
20_10475188_10487502	LOC100859766	7.54212
20_10487517_10492307	POFUT1	14.31190
20_1049075_1091601	LOC100858298	10.25030
20_10492513_10501282	KIF3B	12.95500
20_10503710_10518108	ASXL1	8.23066
20_10520230_10520707	-	18.07410
20_10520780_10521339	-	17.60390
20_10521435_10522697	-	11.81100
20_10522767_10557628	C20H20ORF112	18.90650
20_10537533_10546683	LOC101749863	0.49447
20_10585430_10590388	COMMD7	17.85250
20_10592495_10596259	LOC101750168	0.00000
20_10596651_10609123	DNMT3B	4.35632
20_10610156_10617328	MAPRE1	240.50300
20_10633646_10641687	BPIFB8	5.41817
20_10642929_10647543	BPIFB7	0.00000
20_10648564_10661919	BPIL3	2.74077
